"course_id";"instructor_id";"program_id";"course_code";"course_name";"department";"credit_hours";"prerequisites";"school_year";"semester"
329;0;5;"EE-PE 411";"EE Elective 1: Renewable Energy for Sustainable Development";"COENG";3;"4th Year Standing";"2021-2022";"1"
330;0;5;"EE- PC 4216";"Distribution Systems and Substation Design";"COENG";5;"EE-PC 4111";"2021-2022";"2"
331;0;5;"EE- PC 4217";"Instrumentation and Control";"COENG";5;"EE-PC 3210";"2021-2022";"2"
332;0;5;"EE- PC 4218";"Fundamental of Power Plant Engineering Design";"COENG";3;"EE-PC 4111";"2021-2022";"2"
333;0;5;"EE- PC 4219";"Seminar/ Colloquia";"COENG";3;"4th Year Standing";"2021-2022";"2"
334;0;5;"EE- IPC 426";"EE Comprehensive Course 3- Applied Electrical Engineering";"COENG";6;"5th Year Standing";"2021-2022";"2"
335;0;5;"EE- IPC 427";"EE Comprehensive Course 4- Generation, Transmission and Distribution System";"COENG";6;"6th Year Standing";"2021-2022";"2"
336;0;5;"EE-PE 422";"EE Elective 2: Advance Power System Analysis and Design";"COENG";3;"EE-PC 4111";"2021-2022";"2"
337;0;5;"BES-T";"Technopreneurship 101";"COENG";3;"4th Year Standing";"2021-2022";"2"
338;0;6;"CompTech 111";"Computer Electronics";"COT";15;"none";"2023-2024";"1"
339;0;6;"Draw 111";"Fundamebtals of Technical Drawing and Sketching";"COT";3;"none";"2023-2024";"1"
340;0;6;"AST 111";"Fundamentals of Electrical and Electronics";"COT";3;"none";"2023-2024";"1"
341;0;6;"GEC-PC";"Purposive Communication";"COT";3;"none";"2023-2024";"1"
342;0;6;"GEC-STS";"Science, Technology and Society";"COT";3;"none";"2023-2024";"1"
343;0;6;"GEC-US";"Understanding the Self";"COT";3;"none";"2023-2024";"1"
344;0;6;"PATHFit 1";"Physical Activities Towards Health and Fitness 1: Movement Competency Training";"COT";2;"none";"2023-2024";"1"
345;0;6;"NSTP 1";"National Service Training Program 1 (CWTS 1/LTS 1/ ROTC 1)";"COT";3;"none";"2023-2024";"1"
346;0;6;"CompTech 122";"Computer Systems";"COT";15;"CompTech 111";"2023-2024";"2"
347;0;6;"Draw 122";"Advanced Technical Drawing and Blueprint Reading";"COT";3;"DRAW 111";"2023-2024";"2"
348;0;6;"Comp 1";"Offfice Productivity Application Software";"COT";5;"none";"2023-2024";"2"
349;0;6;"AST 122";"Digital Electronics";"COT";3;"AST 111";"2023-2024";"2"
350;0;6;"GEC-RPH";"Reading Philippine History";"COT";3;"none";"2023-2024";"2"
351;0;6;"GEC-E";"Ethics";"COT";3;"none";"2023-2024";"2"
352;0;6;"PATHFit 2";"Physical Activities Towards Health and Fitness 2:Exercise-based Fitness Actvities";"COT";2;"PATHFit 1";"2023-2024";"2"
353;0;6;"NSTP 2";"National Services Training Program 2(CWTS 2/ROTC2)";"COT";3;"NSTP 1";"2023-2024";"2"
354;0;6;"CompTech 213";"Computer Network and Security";"COT";15;"CompTech 122";"2023-2024";"1"
355;0;6;"CTC 211";"Fundamentals of Programming";"COT";6;"none";"2023-2024";"1"
356;0;6;"Draw 213";"Computer-Aided Design 1 (CAD 1)";"COT";3;"Draw 122";"2023-2024";"1"
357;0;6;"AST 213";"Basic Pneumatics/Hydraulics";"COT";3;"AST";"2023-2024";"1"
358;0;6;"GEC-TCW";"The Contemporary World";"COT";3;"None";"2023-2024";"1"
359;0;6;"GEC-AA";"Art Apreciation";"COT";3;"None";"2023-2024";"1"
360;0;6;"GEE-LIE";"Living in the IT Era";"COT";3;"None";"2023-2024";"1"
361;0;6;"PATHFit 3";"Physical Activities Towards Health and Fitness3: Dance/Sports/Martisl Art/Group Exercise/Outdoor/Adventure Activities";"COT";2;"PATHFit 1 and 2";"2023-2024";"1"
362;0;6;"CompTech 224";"Programming";"COT";15;"CompTech 213";"2023-2024";"2"
363;0;6;"CTC 222";"Programing Logic and Design";"COT";3;"CTC 211";"2023-2024";"2"
364;0;6;"CTC 223";"Logic Circuits";"COT";3;"CTC 211";"2023-2024";"2"
365;0;6;"Draw 224";"Computer-Aided Design 2(CAD 2)";"COT";3;"Draw 213";"2023-2024";"2"
366;0;6;"AST 224";"Programmable Logic Controller";"COT";3;"AST 213";"2023-2024";"2"
367;0;6;"GEE-ES";"Environment Science";"COT";3;"none";"2023-2024";"2"
368;0;6;"GEC-MMW";"Mathematics in the Modern World";"COT";3;"none";"2023-2024";"2"
369;0;6;"PATHFit 4";"Physical Activities Towards Health and Fitness 4: Dance/ Sports/Martial Arts/Group EXERCISE/Outdoor/Adventure Activities";"COT";2;"PATHFit 1 and 2";"2023-2024";"2"
370;0;6;"CompTech 224";"Microprocessor";"COT";15;"CompTech 224";"2021-2022";"1"
371;0;6;"IM 311";"Fundamentals of Research";"COT";3;"none";"2021-2022";"1"
372;0;6;"IM 312";"Industrial Psychology and Group Dynamics";"COT";3;"None";"2021-2022";"1"
373;0;6;"IM 313";"Occupational Safety and Health";"COT";3;"None";"2021-2022";"1"
374;0;6;"IM 314";"Shop Supervision and Apprenticeship Training";"COT";3;"None";"2021-2022";"1"
375;0;6;"AST 315";"Workshop Management";"COT";3;"None";"2021-2022";"1"
376;0;6;"GEE-FE";"Functional English";"COT";3;"None";"2021-2022";"1"
377;0;6;"Fola 1";"Foreign Language 1*( Nihongo 1/Korean 1/Chinese 1/Spanish 1/German 1)";"COT";3;"None";"2021-2022";"1"
378;0;6;"CompTech 326";"Embedded Systems";"COT";15;"CompTech 315";"2021-2022";"2"
379;0;6;"IM 325";"Industrial Organiztion and Management";"COT";3;"None";"2021-2022";"2"
380;0;6;"IM 326";"Personnel Administration";"COT";3;"None";"2021-2022";"2"
381;0;6;"IM 327";"Organizational Behavior and Work Ehics";"COT";3;"None";"2021-2022";"2"
382;0;6;"IM 328";"Product Output(Research)";"COT";3;"IM 311";"2021-2022";"2"
383;0;6;"AST 326";"Emerging Technologies";"COT";3;"None";"2021-2022";"2"
384;0;6;"GEE-TEM";"The Enterpreneurial Mind";"COT";3;"None";"2021-2022";"2"
385;0;6;"GEC-LWR";"Life and Works of Rizal";"COT";3;"None";"2021-2022";"2"
386;0;6;"Fola 2";"Foreign Language 2*( Nihongo 2/Korean 2/Chinese 2/Spanish 2/German 2)";"COT";3;"Fola 1";"2021-2022";"2"
387;0;6;"OJT 411";"On-the-Job Training 1";"COT";900;"4th Year Standing";"2021-2022";"1"
388;0;6;"OJT 422";"On-the-Job Training 2";"COT";900;"4th Year Standing";"2021-2022";"2"
389;0;7;"AutoTech 111";"Fundamentals of Automotive Technology";"COT";15;"None";"2023-2024";"1"
390;0;7;"Draw 111";"Fundamentals of Technical Drawing and Sketching";"COT";3;"None";"2023-2024";"1"
391;0;7;"AST 111";"Fundamentals of Electrical and Electronics";"COT";3;"None";"2023-2024";"1"
392;0;7;"GEC-PC";"Purposive Communication";"COT";3;"None";"2023-2024";"1"
393;0;7;"GEC-STS";"Science, Technology and Society";"COT";3;"None";"2023-2024";"1"
394;0;7;"GEC-US";"Understanding the Self";"COT";3;"None";"2023-2024";"1"
395;0;7;"PATHFit 1";"Physical Activities Towards Health and Fitness 1: Movement Competency Training";"COT";2;"None";"2023-2024";"1"
396;0;7;"NSTP 1";"National Service Training Program 1 (CWTS 1/LTS 1/ ROTC 1)";"COT";2;"None";"2023-2024";"1"
397;0;7;"AutoTech 122";"Chassis Unit and Related Electro-Mechanical System";"COT";15;"AutoTech 111";"2023-2024";"2"
398;0;7;"Draw 122";"Advanced Technical Drawing  and Blueprint Reading";"COT";3;"Draw 111";"2023-2024";"2"
399;0;7;"Comp 1";"Office Productivity Application Software";"COT";5;"None";"2023-2024";"2"
400;0;7;"AST 122";"Digital Electronics";"COT";3;"AST 111";"2023-2024";"2"
401;0;7;"GEC-RPH";"Readings In Philippine History";"COT";3;"None";"2023-2024";"2"
402;0;7;"GEC-E";"Ethics";"COT";3;"None";"2023-2024";"2"
403;0;7;"PATHFit 2";"Physical Activities Towards Health and Fitness 2: Exercise-based Fitness Activities";"COT";2;"PATHFit";"2023-2024";"2"
404;0;7;"NSTP 2";"National Service Training Program 2 (CWTS 2/LTS 2/ ROTC 2)";"COT";3;"NSTP 1";"2023-2024";"2"
405;0;7;"AutoTech 213";"Power Trains and Autonatic Transmission Operation and Servicing";"COT";15;"AutoTech 111";"2023-2024";"1"
406;0;7;"ATC 211";"Automotive Electricity and Electronics";"COT";6;"None";"2023-2024";"1"
407;0;7;"Draw 213";"Computer-Aided Design 1 (CAD 1)";"COT";3;"Draw 122";"2023-2024";"1"
408;0;7;"AST 213";"Basic Pneumatic/Hydraulics";"COT";3;"AST 122";"2023-2024";"1"
409;0;7;"GEC-TCW";"The Contemporary World";"COT";3;"None";"2023-2024";"1"
410;0;7;"GEC-AA";"Art Appreciation";"COT";3;"None";"2023-2024";"1"
411;0;7;"GEC-LIE";"Living in the IT Era";"COT";3;"None";"2023-2024";"1"
412;0;7;"PATHFit 3";"Physical Activities Towards Health and Fitness 3: Dance/Sports/Martial Arts/Group Exercise/Outdoor/Adventure Activities";"COT";2;"PATHFit 2";"2023-2024";"1"
413;0;7;"AutoTech 224";"Engine Servicing and Performance Testing with Driving Education";"COT";15;"AutoTech 213";"2023-2024";"2"
414;0;7;"ATC 222";"Diesel Engine Theory and Servicing";"COT";6;"None";"2023-2024";"2"
415;0;7;"Draw 224";"Computer-Aided Design 2 (CAD 2)";"COT";3;"Draw 213";"2023-2024";"2"
416;0;7;"AST 224";"Programmable Logic Controller";"COT";3;"AST 213";"2023-2024";"2"
417;0;7;"GEE-ES";"Environmental Science";"COT";3;"None";"2023-2024";"2"
418;0;7;"GEC-MMW";"Mathematics in the Modern World";"COT";3;"None";"2023-2024";"2"
419;0;7;"PATHFit 4";"Physical Activities Towards Health and Fitness 4: Dance/Sports/Martial Arts/Group Exercise/Outdoor/Adventure Activities";"COT";2;"PATHFit 3";"2023-2024";"2"
420;0;7;"AutoTech 315";"Electronic Engine Control Management  System and Auto-Air conditioning System Service";"COT";15;"AutoTech 224";"2021-2022";"1"
421;0;7;"IM 311";"Fundamentals of Research";"COT";3;"None";"2021-2022";"1"
422;0;7;"IM 312";"Industrial Psychology and Gorup Dynamics";"COT";3;"None";"2021-2022";"1"
423;0;7;"IM 313";"Occupational Safety and Health";"COT";3;"None";"2021-2022";"1"
424;0;7;"IM 314";"Shop Supervision and Apprenticeship Training";"COT";3;"None";"2021-2022";"1"
425;0;7;"AST 315";"Workshop Management";"COT";3;"None";"2021-2022";"1"
426;0;7;"GEE-FE";"Functional English";"COT";3;"None";"2021-2022";"1"
427;0;7;"FoLa 1";"Foreign Language 1* (Nihongo 1/Korean 1/Chinese 1/Spanish 1/German 1)";"COT";3;"None";"2021-2022";"1"
428;0;7;"AutoTech 326";"Automotive Body Repair and Painting";"COT";15;"AutoTech 315";"2021-2022";"2"
429;0;7;"IM 325";"Industrial Organization and Management";"COT";3;"None";"2021-2022";"2"
430;0;7;"IM 326";"Personnel Administration";"COT";3;"None";"2021-2022";"2"
431;0;7;"IM 327";"Organizational Behavior and Work Ethics";"COT";3;"None";"2021-2022";"2"
432;0;7;"IM 328";"Product Output (Research)";"COT";3;"IM 311";"2021-2022";"2"
433;0;7;"AST 326";"Emerging Technologies";"COT";3;"None";"2021-2022";"2"
434;0;7;"GEE-TEM";"The Entrepreneurial Mind";"COT";3;"None";"2021-2022";"2"
435;0;7;"GEC-LWR";"Life and Works of Rizal";"COT";3;"None";"2021-2022";"2"
436;0;7;"FoLa 2";"Foreign Language 2* (Nihongo 2/Korean 2/Chinese 2/Spanish 2/German 2)";"COT";3;"FoLa 1";"2021-2022";"2"
437;0;7;"OJT 411";"On-the-Job Training 1";"COT";900;"4th Year Standing";"2021-2022";"1"
438;0;7;"OJT 422";"On-the-Job Training 2";"COT";900;"4th Year Standing";"2021-2022";"2"
439;0;8;"GEC-US";"Understanding the Self";"COMGENT";3;"none";"2023-2024";"1"
440;0;8;"HPC 111";"Fundamentals in Lodging Operation";"COMGENT";5;"none";"2023-2024";"1"
441;0;8;"HPC 112";"Kitchen Essential and Basic Food Preparation";"COMGENT";7;"none";"2023-2024";"1"
442;0;8;"HPC113";"Fundamentals in Food Service Operation";"COMGENT";5;"none";"2023-2024";"1"
443;0;8;"N-ABM 1*";"Organization and Managemment";"COMGENT";3;"none";"2023-2024";"1"
444;0;8;"N-ABM 2*";"Business Finance";"COMGENT";3;"none";"2023-2024";"1"
445;0;8;"N-ABM 3*";"Business Marketing";"COMGENT";3;"none";"2023-2024";"1"
446;0;8;"PATHFit 1";"Physical Activities Towards Heath and Fitness 1: Movement Competency Training";"COMGENT";2;"none";"2023-2024";"1"
447;0;8;"NSTP 1";"National Service Training Program 1 (CWTS 1/LTS 1/ ROTC 1)";"COMGENT";3;"none";"2023-2024";"1"
448;0;8;"GEC-TCW";"The Contemporary World";"COMGENT";3;"none";"2023-2024";"2"
449;0;8;"GEC-PC";"Purposive Communication";"COMGENT";3;"none";"2023-2024";"2"
450;0;8;"THC 122";"Risk Management as Applied to Safety , Security and Sanitation";"COMGENT";3;"none";"2023-2024";"2"
451;0;8;"THC 123";"Legal Aspects in Tourism and Hospitality";"COMGENT";3;"none";"2023-2024";"2"
452;0;8;"THC 124";"Professional Development and Applied Ethics";"COMGENT";3;"none";"2023-2024";"2"
453;0;8;"THC 125";"Tourism and Hospitality Marketing";"COMGENT";3;"HPC 111";"2023-2024";"2"
454;0;8;"HPC 124";"Applied Business Tools and Technologies";"COMGENT";5;"none";"2023-2024";"2"
455;0;8;"HPC 125";"Supply Chain Management in Hospitality and Industry";"COMGENT";3;"none";"2023-2024";"2"
456;0;8;"N-ABM 4*";"Applied Economcs";"COMGENT";3;"none";"2023-2024";"2"
457;0;8;"N-ABM 5*";"Fundamentals of Accounting";"COMGENT";3;"none";"2023-2024";"2"
458;0;8;"PATHFit 2";"Physical Activities Towards Health and Fitness 2: Exercise-based Fitness Activities";"COMGENT";2;"PATHFit 2";"2023-2024";"2"
459;0;8;"NSTP 2";"National Service Training Program 2 (CWTS 2/LTS 2/ROTC 2)";"COMGENT";3;"NSTP 1";"2023-2024";"2"
460;0;8;"GEC-LWR";"Life and Works of Rizal";"COMGENT";3;"None";"2023-2024";"1"
461;0;8;"GEC-MMW";"Mathematics in the Modern World";"COMGENT";3;"None";"2023-2024";"1"
462;0;8;"GEE-GSPS";"Gender and Society with Peace  Studies";"COMGENT";3;"None";"2023-2024";"1"
463;0;8;"HMPE 211";"Bread and Pastry";"COMGENT";7;"HPC 112";"2023-2024";"1"
464;0;8;"THC 216";"Macro Perspective of Tourism and Hospitality";"COMGENT";3;"None";"2023-2024";"1"
465;0;8;"THC 217";"Multicultural Diversity in Workpace for the Tourism Professional";"COMGENT";3;"None";"2023-2024";"1"
466;0;8;"HMPE 212";"Food and Beverage Service";"COMGENT";7;"HPC 113";"2023-2024";"1"
467;0;8;"GEE-PPC";"Philippine Popular Culture";"COMGENT";3;"None";"2023-2024";"1"
468;0;8;"PATHFit 3";"Physical Activities Towards Health and Fitness 3: Dance/Sports/ Martial Arts/Group Exercise/Outdoor/Adventure Activities";"COMGENT";2;"PATHFit 2";"2023-2024";"1"
469;0;8;"GEC-STS";"Science, Technology , and Society ";"COMGENT";3;"None";"2023-2024";"2"
470;0;8;"GEC-E";"Ethics";"COMGENT";3;"None";"2023-2024";"2"
471;0;8;"GEC-AA";"Arts Appreciation";"COMGENT";3;"None";"2023-2024";"2"
472;0;8;"GEE-LIE";"Living in the IT Era";"COMGENT";3;"None";"2023-2024";"2"
473;0;8;"THC 221/THC 111";"Philippine Culture and Tourism Geography";"COMGENT";3;"None";"2023-2024";"2"
474;0;8;"THC 228";"Micro Perspective of Tourism and Hospitality";"COMGENT";3;"none";"2023-2024";"2"
475;0;8;"THC 229";"Quality Service Management in Tourism and Hospitality";"COMGENT";3;"none";"2023-2024";"2"
476;0;8;"HMPE 222";"Front Office Operation";"COMGENT";5;"HPC 111";"2023-2024";"2"
477;0;8;"HMPE 223";"Bar and Beverage Management";"COMGENT";5;"HMPE 212";"2023-2024";"2"
478;0;8;"PATHFit 4";"Physical Activities Towards Health and Fitness 4: Dance/Sports/ Martial Arts/Group Exercise/Outdoor/Adventure Activities";"COMGENT";2;"PATHFit 3";"2023-2024";"2"
479;0;8;"GEE-LD";"Literatures for Development";"COMGENT";3;"None";"2021-2022";"1"
480;0;8;"GEC-RPH";"Readings in Philippine History";"COMGENT";3;"None";"2021-2022";"1"
481;0;8;"HMPE 314";"Health Spa and Wellness";"COMGENT";5;"None";"2021-2022";"1"
482;0;8;"BME 1";"Strategic Management in Tourism and Hospitality Industry";"COMGENT";3;"None";"2021-2022";"1"
483;0;8;"BME 2";"Operations Management";"COMGENT";3;"None";"2021-2022";"1"
484;0;8;"HPC 317";"Research in Hospitality";"COMGENT";5;"None";"2021-2022";"1"
485;0;8;"HPC 318/FoLA 1";"Foreign Language 1 ** (Nihongo1/Korean 1/Chinese 1/Spanish 1/German 1)";"COMGENT";3;"None";"2021-2022";"1"
486;0;8;"HPC 319/tpc 317";"Introduction to Meeting, Incentives, Conferences and Events Management (MICE)";"COMGENT";5;"None";"2021-2022";"1"
487;0;8;"GEE-KKF";"Konstekstuwalisadong Komunikasyon sa Filipino";"COMGENT";3;"None";"2021-2022";"2"
488;0;8;"GEE-FE";"Functional English";"COMGENT";3;"None";"2021-2022";"2"
489;0;8;"GEE-ES";"Environment Science";"COMGENT";3;"None";"2021-2022";"2"
490;0;8;"THC 3210";"Entrepreneaurship inTourism and Hospitality";"COMGENT";3;"None";"2021-2022";"2"
491;0;8;"HMPE 325";"Housekeeping Operations";"COMGENT";5;"HPC 111";"2021-2022";"2"
492;0;8;"HMPE 326";"Speciality Cuisine";"COMGENT";7;"HPC 112";"2021-2022";"2"
493;0;8;"HMPE 327";"Cost Control";"COMGENT";3;"None";"2021-2022";"2"
494;0;8;"HPC 3210/FoLa 2";"Foreign Language 2** (Nihongo2/Korean 2/Chinese 2/Spanish 2/German 2)";"COMGENT";3;"HPC 318/FoLa 1";"2021-2022";"2"
495;0;8;"HPC 3211";"Enrgonomics and Facilities Planning for the Hospitality Industry";"COMGENT";5;"None";"2021-2022";"2"
496;0;8;"PTP 1";"Praticum 1: Restaurant Phase";"COMGENT";700;"4th Standing";"2021-2022";"1"
497;0;8;"PTP 2";"Praticum 2: Hotel Phase";"COMGENT";700;"4th Standing";"2021-2022";"2"
